MaGD,MaKH,NgayGD,GioGD,LoaiGD,SoTien,ChiNhanh,KenhGD,TrangThai,GhiChu
GD000584,KH0188,2024-05-14,13:23,Chuyển khoản,171262021,Hà Nội,Internet Banking,Thành công,Mua sắm online
GD000774,KH0181,2024-04-17,08:07,Thanh toán hóa đơn,185619421,Đà Nẵng,POS,Thành công,
GD000968,KH0059,2024-06-28,17:38,Rút tiền,1280804804,Khánh Hòa,Mobile App,Thành công,
GD000808,KH0006,2024-03-27,14:27,Chuyển khoản,34620848,  Đồng Nai  ,Internet Banking,Thành công,
GD000001,KH0076,2024-01-26,16:02,Nạp tiền,160372121,Đồng Nai,POS,Thành công,
GD000690,KH0187,2024-03-09,11:50,Nạp tiền,15893397,Khánh Hòa,Quầy giao dịch,Thành công,
GD000137,KH0004,2024-05-13,08:42,Chuyển khoản,43250764,Cần Thơ,Internet Banking,Thành công,
GD000008,KH0086,04/02/2024,10:53,Thanh toán hóa đơn,48979876,Đà Nẵng,,Thành công,
GD000317,KH0185,2024-02-07,12:11,Rút tiền,151245568,Thanh Hóa,Internet Banking,Thành công,
GD000399,KH0002,2024-02-13,22:49,Thanh toán hóa đơn,196824526,Đồng Nai,Mobile App,Thành công,
GD000060,KH0178,2024-04-17,13:44,Mua ngoại tệ,29408631,Hải Phòng,POS,Thành công,
GD000551,KH0190,2024-03-10,16:46,Thanh toán hóa đơn,145460936,Thanh Hóa,POS,Thành công,
GD000570,KH0072,2024-02-05,11:17,Rút tiền,187299343,Khánh Hòa,POS,Thành công,
GD000269,KH0032,2024-04-30,16:57,Nạp tiền,180789330,Hà Nội,Internet Banking,Thành công,Mua sắm online
GD000335,KH0105,2024-04-27,13:01,Thanh toán hóa đơn,-4439835,Hà Nội,Mobile App,Đang xử lý,
GD000544,KH0057,2024-06-21,15:52,Rút tiền,53354024,Hà Nội,,Thành công,Trả nợ vay
GD000976,KH0097,2024-05-31,15:35,Thanh toán hóa đơn,128136763,  TP. Hồ Chí Minh  ,Mobile App,Đang xử lý,
GD000597,KH0193,2024-01-29,13:09,Rút tiền,26121982,Bình Dương,ATM,Thành công,
GD000990,KH0121,2024-01-01,09:59,Mua ngoại tệ,70136204,Bình Dương,Quầy giao dịch,Thành công,
GD000009,KH0080,2024-05-11,15:16,Chuyển khoản,95874525,TP. Hồ Chí Minh,Internet Banking,Thành công,
GD000306,KH0180,2024-04-02,16:55,Rút tiền,105538575,Cần Thơ,Mobile App,Thành công,
GD000825,KH0097,2024-02-01,16:18,Nạp tiền,45333336,Thanh Hóa,ATM,Thành công,
GD000917,KH0097,2024-01-06,08:05,Rút tiền,96285906,Khánh Hòa,POS,Thành công,Chuyển tiền cho người thân
GD000549,KH0024,2024-06-29,16:04,Chuyển khoản,53318281,Đà Nẵng,Mobile App,Thành công,
GD000428,KH0075,2024-03-17,08:47,Mua ngoại tệ,172646921,Nghệ An,ATM,Thất bại,
GD000557,KH0174,2024-03-10,13:36,Rút tiền,54934807,Thanh Hóa,POS,Thành công,
GD000446,KH0139,2024-03-27,10:30,Mua ngoại tệ,82563030,Bình Dương,POS,Thành công,Mua sắm online
GD000997,KH0056,2024-03-10,10:02,Rút tiền,156152647,TP. Hồ Chí Minh,Mobile App,Thành công,
GD000787,KH0028,2024-01-22,10:26,Chuyển khoản,44661068,Cần Thơ,POS,Thành công,
GD000769,KH0128,2024-03-19,08:18,Nạp tiền,36939668,Nghệ An,Quầy giao dịch,Thành công,Lương tháng 3
GD000729,KH0003,2024-01-29,12:18,Thanh toán hóa đơn,162094094,Thanh Hóa,Quầy giao dịch,Thành công,
GD000953,KH0010,2024-04-22,11:43,Nạp tiền,60372743,  Thanh Hóa  ,POS,Thành công,Chuyển tiền cho người thân
GD000679,KH0189,2024-03-28,10:37,Thanh toán hóa đơn,178542955,Hà Nội,Mobile App,Thành công,
GD000524,KH0060,2024-03-19,13:46,Rút tiền,118236066,Khánh Hòa,Internet Banking,Thành công,Lương tháng 3
GD000812,KH0145,2024-05-28,12:36,Rút tiền,121680234,Cần Thơ,POS,Thành công,
GD000768,KH0164,2024-03-22,14:18,Chuyển khoản,80635697,Đà Nẵng,Mobile App,Thành công,
GD000382,KH0127,2024-04-15,13:04,Chuyển khoản,110134324,Khánh Hòa,Internet Banking,Thành công,
GD000079,KH0019,2024-01-05,11:02,Chuyển khoản,76953482,Nghệ An,ATM,Thành công,
GD000178,KH0033,2024-03-01,09:13,Rút tiền,127069844,Nghệ An,POS,Thành công,
GD000097,KH0170,2024-04-11,13:08,Rút tiền,171651656,Khánh Hòa,POS,Thành công,
GD000833,KH0140,2024-05-09,08:44,Thanh toán hóa đơn,63207741,Nghệ An,Mobile App,Thành công,
GD000182,KH0112,2024-04-11,14:53,Thanh toán hóa đơn,167908869,Hải Phòng,POS,Thành công,
GD000923,KH0198,05/04/2024,13:35,Chuyển khoản,325332,Thanh Hóa,Internet Banking,Thành công,
GD000658,KH0055,2024-01-26,11:45,Nạp tiền,55545524,  Thanh Hóa  ,ATM,Thất bại,
GD000066,KH0108,2024-06-01,10:31,Mua ngoại tệ,46552362,Nghệ An,Mobile App,Thành công,Thanh toán tiền điện
GD000161,KH0090,2024-05-30,17:06,Thanh toán hóa đơn,62464702,,ATM,Thất bại,
GD000722,KH0166,2024-06-11,12:31,Chuyển khoản,17856390,,Mobile App,Thành công,
GD000230,KH0120,2024-05-25,15:06,Thanh toán hóa đơn,124978938,Khánh Hòa,POS,Thành công,
GD000548,KH0187,2024-02-26,12:28,Thanh toán hóa đơn,143934921,Hải Phòng,POS,Thành công,Trả nợ vay
GD000588,KH0191,2024-05-07,14:16,Thanh toán hóa đơn,21151312,Khánh Hòa,Mobile App,Thành công,
GD000280,KH0067,2024-06-09,09:23,Mua ngoại tệ,-2277155,Đà Nẵng,ATM,Thành công,
GD000045,KH0073,2024-04-07,12:16,Nạp tiền,26519944,Khánh Hòa,Mobile App,Thành công,Mua sắm online
GD000042,KH0089,2024-06-13,13:44,Thanh toán hóa đơn,49409637,Nghệ An,Quầy giao dịch,Thành công,
GD000779,KH0134,2024-03-06,16:51,Nạp tiền,-4857648,Hà Nội,Mobile App,Thành công,
GD000552,KH0132,2024-01-06,09:16,Mua ngoại tệ,25031246,Hải Phòng,ATM,Thành công,
GD000671,KH0034,2024-05-04,17:33,Chuyển khoản,23068356,TP. HỒ CHÍ MINH,Internet Banking,Thành công,
GD000229,KH0173,2024-01-13,14:25,Rút tiền,169022251,Khánh Hòa,Mobile App,Thành công,
GD000110,KH0096,2024-01-15,12:45,Mua ngoại tệ,140787008,THANH HÓA,Mobile App,Thành công,
GD000742,KH0034,2024-04-16,10:57,Chuyển khoản,124896489,Đồng Nai,Internet Banking,Thành công,
GD000210,KH0035,2024-05-08,13:11,Thanh toán hóa đơn,51927791,Hải Phòng,Internet Banking,Thành công,
GD000937,KH0110,2024-05-20,15:30,Nạp tiền,64913645,Khánh Hòa,Mobile App,Thành công,
GD000100,KH0097,2024-03-30,15:50,Mua ngoại tệ,43712774,Khánh Hòa,,Thành công,
GD000348,KH0040,2024-03-19,08:39,Nạp tiền,80050298,Đồng Nai,Quầy giao dịch,Thành công,
GD000565,KH0071,2024-06-09,08:55,Thanh toán hóa đơn,131664035,,POS,Đang xử lý,
GD000820,KH0020,2024-01-21,13:52,Chuyển khoản,141733557,TP. Hồ Chí Minh,Quầy giao dịch,Thành công,
GD000817,KH0088,2024-01-08,10:25,Mua ngoại tệ,39405931,Đồng Nai,POS,Thành công,
GD000028,KH0144,2024-03-11,16:24,Thanh toán hóa đơn,39369385,Cần Thơ,Internet Banking,Thành công,
GD000527,KH0133,2024-03-07,11:08,Chuyển khoản,73706763,Hà Nội,Quầy giao dịch,Thành công,
GD000886,KH0200,2024-02-26,16:14,Mua ngoại tệ,69449043,Đồng Nai,POS,Thành công,Mua sắm online
GD000266,KH0161,2024-04-28,03:04,Thanh toán hóa đơn,8831645,Cần Thơ,POS,Thành công,
GD000680,KH0001,2024-04-20,08:45,Chuyển khoản,51761026,Khánh Hòa,ATM,Thành công,
GD000344,KH0018,2024-01-12,17:28,Nạp tiền,193332518,Thanh Hóa,ATM,Thành công,Lương tháng 1
GD000078,KH0062,2024-05-06,17:04,Mua ngoại tệ,-3129111,Bình Dương,POS,Thành công,
GD000943,KH0002,2024-02-16,10:06,Mua ngoại tệ,94692729,Nghệ An,ATM,Thành công,
GD000442,KH0068,2024-02-04,13:03,Chuyển khoản,75128660,  Đà Nẵng  ,POS,Thành công,
GD000834,KH0098,2024-01-20,15:31,Mua ngoại tệ,40293059,Thanh Hóa,ATM,Thành công,
GD000185,KH0140,2024-04-30,12:52,Thanh toán hóa đơn,191896129,,Mobile App,Thành công,
GD000977,KH0167,2024-05-07,09:09,Nạp tiền,65454543,Đồng Nai,ATM,Thành công,
GD000828,KH0063,2024-01-30,13:26,Chuyển khoản,120750195,TP. Hồ Chí Minh,POS,Thành công,
GD000304,KH0085,2024-05-29,11:59,Thanh toán hóa đơn,57524349,Cần Thơ,POS,Thành công,
GD000741,KH0199,2024-06-12,17:50,Rút tiền,65680263,ĐÀ NẴNG,ATM,Thành công,
GD000638,KH0031,2024-03-02,17:26,Thanh toán hóa đơn,173751488,Khánh Hòa,,Thành công,
GD000973,KH0018,2024-06-14,14:43,Thanh toán hóa đơn,1744609,Khánh Hòa,POS,Thành công,Chuyển tiền cho người thân
GD000419,KH0035,2024-06-03,12:08,Mua ngoại tệ,70024262,Đồng Nai,ATM,Thành công,
GD000942,KH0046,2024-01-03,13:22,Mua ngoại tệ,124434210,TP. Hồ Chí Minh,ATM,Thành công,
GD000978,KH0056,2024-01-19,15:14,Chuyển khoản,49811031,Đà Nẵng,Internet Banking,Thành công,
GD000738,KH0015,2024-04-10,10:54,Rút tiền,98617042,Thanh Hóa,ATM,Thành công,
GD000685,KH0108,2024-01-07,14:55,Rút tiền,-1549383,Đà Nẵng,,Thành công,
GD000475,KH0082,2024-05-12,10:32,Chuyển khoản,168444494,Cần Thơ,Quầy giao dịch,Thành công,
GD000251,KH0001,2024-04-08,15:07,Mua ngoại tệ,89557041,Cần Thơ,Internet Banking,Thành công,
GD000447,KH0027,2024-05-10,08:58,Rút tiền,39611081,Bình Dương,ATM,Thành công,
GD000873,KH0150,2024-01-17,15:01,Chuyển khoản,111398106,Đồng Nai,,Thành công,
GD000412,KH0182,2024-03-18,10:28,Thanh toán hóa đơn,58605563,  Hải Phòng  ,POS,Thành công,
GD000596,KH0137,2024-01-07,08:18,Thanh toán hóa đơn,10762308,Bình Dương,ATM,Thành công,
GD000718,KH0042,2024-01-23,15:42,Mua ngoại tệ,17986556,Đà Nẵng,Internet Banking,Thành công,Chuyển tiền cho người thân
GD000681,KH0016,2024-04-23,23:12,Nạp tiền,50877069,Hà Nội,Mobile App,Thành công,
GD000776,KH0032,2024-04-04,16:43,Nạp tiền,170520358,Đà Nẵng,Mobile App,Thành công,
GD000324,KH0077,2024-03-21,15:39,Nạp tiền,50298899,Hải Phòng,POS,Thất bại,
GD000981,KH0001,2024-02-05,14:19,Nạp tiền,133304529,Đồng Nai,ATM,Thành công,
GD000944,KH0129,2024-04-21,16:35,Chuyển khoản,152783076,Khánh Hòa,Internet Banking,Thành công,
GD000156,KH0113,2024-02-12,12:13,Rút tiền,192599479,Hà Nội,Quầy giao dịch,Thành công,Trả nợ vay
GD000044,KH0186,2024-06-20,13:19,Chuyển khoản,199088235,Hà Nội,Mobile App,Thành công,
GD000224,KH0091,2024-01-17,08:21,Thanh toán hóa đơn,153321716,Thanh Hóa,Quầy giao dịch,Đang xử lý,
GD000421,KH0020,2024-03-10,16:26,Chuyển khoản,89577881,Cần Thơ,,Thành công,Chuyển tiền cho người thân
GD000788,KH0116,2024-02-10,17:13,Thanh toán hóa đơn,119524123,Cần Thơ,Internet Banking,Thành công,Lương tháng 2
GD000331,KH0127,2024-03-18,08:22,Nạp tiền,135201588,TP. Hồ Chí Minh,Internet Banking,Thành công,
GD000896,KH0104,2024-04-07,10:49,Thanh toán hóa đơn,29148053,Đồng Nai,Quầy giao dịch,Thành công,Thanh toán tiền điện
GD000120,KH0005,22/06/2024,11:44,Nạp tiền,135163356,Thanh Hóa,Internet Banking,Thành công,
GD000293,KH0196,2024-01-09,09:24,Thanh toán hóa đơn,123438033,TP. Hồ Chí Minh,Quầy giao dịch,Thành công,
GD000607,KH0114,2024-03-28,10:12,Chuyển khoản,134745454,Cần Thơ,Internet Banking,Thành công,
GD000992,KH0130,2024-06-26,16:53,Chuyển khoản,174835065,Bình Dương,POS,Thành công,
GD000162,KH0134,2024-01-02,13:26,Nạp tiền,157184113,Cần Thơ,POS,Thành công,
GD000743,KH0123,2024-01-18,16:10,Chuyển khoản,190935801,Nghệ An,Mobile App,Thành công,
GD000587,KH0005,2024-06-30,12:46,Mua ngoại tệ,170445488,Thanh Hóa,,Thành công,
GD000378,KH0073,2024-02-22,09:29,Chuyển khoản,-2841162,Đồng Nai,Mobile App,Thành công,
GD000670,KH0133,2024-04-20,11:24,Mua ngoại tệ,182755268,Thanh Hóa,POS,Thành công,
GD000029,KH0138,2024-03-10,10:06,Mua ngoại tệ,13677240,Nghệ An,Internet Banking,Thành công,Lương tháng 3
GD000138,KH0027,2024-06-06,11:47,Mua ngoại tệ,186915571,Cần Thơ,ATM,Thành công,
GD000620,KH0126,2024-06-03,14:12,Rút tiền,96648775,Khánh Hòa,,Thành công,Mua sắm online
GD000829,KH0180,2024-01-16,11:57,Thanh toán hóa đơn,4200503,Bình Dương,Mobile App,Thành công,
GD000971,KH0034,2024-02-07,11:44,Rút tiền,191195071,NGHỆ AN,POS,Thành công,
GD000086,KH0163,2024-06-26,08:48,Thanh toán hóa đơn,27953602,Hải Phòng,ATM,Thành công,Thanh toán tiền điện
GD000556,KH0192,2024-02-01,09:02,Thanh toán hóa đơn,140868313,Khánh Hòa,ATM,Thành công,
GD000897,KH0031,2024-02-14,15:27,Thanh toán hóa đơn,107755995,Đà Nẵng,,Thành công,Lương tháng 2
GD000409,KH0118,2024-03-21,11:31,Thanh toán hóa đơn,178653719,TP. Hồ Chí Minh,Internet Banking,Thành công,
GD000083,KH0173,2024-01-30,08:54,Chuyển khoản,102855269,Đà Nẵng,Internet Banking,Thành công,
GD000429,KH0077,2024-03-31,10:25,Nạp tiền,1425144150,Khánh Hòa,Mobile App,Đang xử lý,
GD000018,KH0008,21/01/2024,17:16,Rút tiền,171577893,TP. Hồ Chí Minh,Quầy giao dịch,Thành công,
GD000158,KH0170,2024-03-13,17:30,Thanh toán hóa đơn,161336415,Đà Nẵng,Mobile App,Thành công,
GD000581,KH0096,2024-05-01,13:07,Rút tiền,102987432,Hà Nội,POS,Thành công,
GD000368,KH0044,2024-05-14,14:56,Chuyển khoản,35159929,Hải Phòng,Quầy giao dịch,Thành công,
GD000957,KH0095,2024-04-29,17:43,Nạp tiền,107793719,Thanh Hóa,Quầy giao dịch,Thành công,Thanh toán tiền điện
GD000175,KH0016,2024-02-25,09:28,Nạp tiền,149700480,Cần Thơ,Quầy giao dịch,Thành công,
GD000814,KH0027,16/03/2024,12:36,Mua ngoại tệ,47059398,Hải Phòng,Mobile App,Thành công,
GD000327,KH0125,30/04/2024,11:12,Nạp tiền,13719319,BÌNH DƯƠNG,ATM,Thành công,
GD000486,KH0186,2024-03-18,14:05,Mua ngoại tệ,12686001,Đồng Nai,ATM,Thành công,
GD000510,KH0166,2024-06-15,08:58,Nạp tiền,194146354,Khánh Hòa,Quầy giao dịch,Thành công,
GD000464,KH0190,2024-03-03,10:54,Chuyển khoản,107231020,Hà Nội,Internet Banking,Thành công,Thanh toán tiền điện
GD000190,KH0116,2024-03-16,15:00,Mua ngoại tệ,5075072,Thanh Hóa,Mobile App,Thành công,Trả nợ vay
GD000275,KH0115,2024-04-01,11:37,Mua ngoại tệ,74655506,HẢI PHÒNG,ATM,Thành công,
GD000239,KH0146,2024-05-03,15:44,Chuyển khoản,75056334,Khánh Hòa,POS,Thành công,Lương tháng 5
GD000425,KH0024,2024-06-11,09:10,Mua ngoại tệ,148806131,  Khánh Hòa  ,ATM,Thành công,
GD000325,KH0004,2024-02-13,14:55,Mua ngoại tệ,165606179,Bình Dương,ATM,Thành công,
GD000759,KH0012,2024-03-13,09:30,Thanh toán hóa đơn,163462891,Thanh Hóa,POS,Thành công,
GD000982,KH0089,2024-04-19,13:02,Chuyển khoản,187694864,Hải Phòng,ATM,Thành công,
GD000164,KH0087,2024-05-20,08:10,Thanh toán hóa đơn,-864106,Đà Nẵng,Internet Banking,Thành công,
GD000215,KH0135,2024-06-30,16:39,Rút tiền,45921587,Bình Dương,Mobile App,Thành công,
GD000674,KH0150,2024-05-26,15:42,Mua ngoại tệ,22869834,Bình Dương,Quầy giao dịch,Thành công,
GD000650,KH0187,2024-01-31,14:36,Thanh toán hóa đơn,127397810,Đà Nẵng,Quầy giao dịch,Thành công,Trả nợ vay
GD000438,KH0052,2024-05-16,11:26,Mua ngoại tệ,150466746,Bình Dương,Internet Banking,Thành công,
GD000407,KH0154,2024-01-17,14:41,Mua ngoại tệ,62694096,Hải Phòng,Internet Banking,Thành công,Mua sắm online
GD000961,KH0107,2024-01-30,12:13,Chuyển khoản,176622945,Khánh Hòa,,Thành công,
GD000719,KH0131,2024-01-04,17:33,Chuyển khoản,85822964,Hải Phòng,Mobile App,Thành công,
GD000639,KH0007,2024-02-25,13:06,Nạp tiền,195754847,Khánh Hòa,Quầy giao dịch,Thành công,
GD000264,KH0152,2024-02-08,14:02,Chuyển khoản,135399541,TP. Hồ Chí Minh,Internet Banking,Thất bại,
GD000509,KH0052,2024-05-01,09:37,Thanh toán hóa đơn,103617978,Hà Nội,,Thất bại,
GD000459,KH0026,2024-05-08,17:50,Thanh toán hóa đơn,10091711,Cần Thơ,Internet Banking,Thành công,
GD000699,KH0172,2024-05-11,09:02,Thanh toán hóa đơn,55235817,Hải Phòng,Quầy giao dịch,Thành công,
GD000807,KH0156,2024-06-03,15:17,Nạp tiền,68540589,TP. Hồ Chí Minh,Quầy giao dịch,Thành công,
GD000195,KH0081,2024-05-20,13:26,Thanh toán hóa đơn,64668469,Thanh Hóa,POS,Thành công,
GD000321,KH0025,2024-04-04,14:30,Nạp tiền,113473736,Bình Dương,ATM,Thành công,
GD000900,KH0195,2024-05-02,17:46,Thanh toán hóa đơn,123853579,Nghệ An,Mobile App,Thành công,Lương tháng 5
GD000627,KH0096,2024-06-18,08:47,Thanh toán hóa đơn,48951550,TP. Hồ Chí Minh,Mobile App,Thành công,
GD000074,KH0065,2024-01-22,10:03,Thanh toán hóa đơn,62902508,Đồng Nai,Internet Banking,Thành công,
GD000358,KH0083,2024-04-20,09:43,Mua ngoại tệ,11717458,,POS,Thành công,
GD000701,KH0123,2024-05-23,11:04,Mua ngoại tệ,-361724,  Thanh Hóa  ,Quầy giao dịch,Thành công,Chuyển tiền cho người thân
GD000520,KH0059,2024-01-06,11:34,Mua ngoại tệ,198134850,TP. Hồ Chí Minh,ATM,Thành công,
GD000785,KH0116,2024-05-22,09:40,Mua ngoại tệ,46239212,Đà Nẵng,Mobile App,Thành công,
GD000387,KH0028,2024-04-01,13:00,Thanh toán hóa đơn,176670249,Cần Thơ,Internet Banking,Thành công,
GD000700,KH0014,2024-06-14,12:13,Mua ngoại tệ,-1617659,Bình Dương,ATM,Thành công,
GD000014,KH0023,2024-06-23,13:45,Chuyển khoản,80569007,Đà Nẵng,Mobile App,Thành công,Trả nợ vay
GD000384,KH0042,2024-02-13,10:18,Chuyển khoản,20876645,TP. Hồ Chí Minh,Quầy giao dịch,Thành công,
GD000881,KH0016,2024-01-07,15:20,Thanh toán hóa đơn,48322739,Hải Phòng,POS,Thành công,
GD000011,KH0090,24/04/2024,13:39,Thanh toán hóa đơn,15446939,Hà Nội,POS,Thành công,
GD000171,KH0139,2024-01-11,13:31,Mua ngoại tệ,137256391,Cần Thơ,Mobile App,Thành công,
GD000824,KH0119,2024-01-03,10:43,Chuyển khoản,102009718,Hà Nội,POS,Thành công,
GD000959,KH0147,2024-03-26,12:32,Chuyển khoản,107182846,Thanh Hóa,Quầy giao dịch,Thành công,
GD000476,KH0008,2024-06-07,09:36,Thanh toán hóa đơn,121840846,Bình Dương,Mobile App,Thành công,
GD000278,KH0164,2024-03-10,17:48,Rút tiền,77752177,Nghệ An,Quầy giao dịch,Thành công,Chuyển tiền cho người thân
GD000013,KH0030,2024-01-07,14:58,Mua ngoại tệ,189038711,Khánh Hòa,ATM,Thành công,
GD000339,KH0161,2024-05-09,09:28,Nạp tiền,-2943572,Hải Phòng,POS,Thành công,
GD000595,KH0041,2024-03-03,08:47,Chuyển khoản,139574029,Khánh Hòa,ATM,Thành công,
GD000614,KH0006,2024-02-05,14:51,Thanh toán hóa đơn,16232995,Nghệ An,Internet Banking,Thành công,
GD000521,KH0158,2024-04-04,08:15,Rút tiền,-3565044,Nghệ An,Internet Banking,Thành công,
GD000512,KH0199,2024-06-17,13:37,Mua ngoại tệ,108437219,Hà Nội,Mobile App,Thành công,
GD000532,KH0012,2024-03-15,08:06,Mua ngoại tệ,192187500,Nghệ An,Mobile App,Thành công,
GD000861,KH0030,2024-02-23,15:26,Thanh toán hóa đơn,30964614,Thanh Hóa,Internet Banking,Thành công,Chuyển tiền cho người thân
GD000515,KH0172,2024-01-25,08:23,Thanh toán hóa đơn,91508997,Đà Nẵng,POS,Thành công,
GD000313,KH0183,2024-04-08,12:04,Chuyển khoản,63089769,Khánh Hòa,POS,Đang xử lý,
GD000019,KH0117,2024-01-19,14:30,Thanh toán hóa đơn,83958224,Bình Dương,ATM,Thành công,
GD000854,KH0139,2024-02-22,12:26,Chuyển khoản,197917783,,Quầy giao dịch,Thành công,
GD000899,KH0092,2024-04-23,12:28,Rút tiền,70681332,Đà Nẵng,Mobile App,Thành công,
GD000454,KH0107,2024-02-08,10:47,Mua ngoại tệ,110517224,Bình Dương,Internet Banking,Thành công,
GD000310,KH0147,27/02/2024,16:41,Mua ngoại tệ,124181235,Hải Phòng,Internet Banking,Thành công,
GD000302,KH0010,2024-02-21,12:50,Nạp tiền,11386664,Khánh Hòa,Internet Banking,Thành công,
GD000956,KH0118,2024-02-17,13:34,Rút tiền,54356339,TP. Hồ Chí Minh,Internet Banking,Thành công,Mua sắm online
GD000208,KH0135,2024-02-04,10:41,Mua ngoại tệ,149659897,Nghệ An,Quầy giao dịch,Đang xử lý,
GD000201,KH0019,2024-03-09,17:05,Chuyển khoản,93548179,Hải Phòng,Internet Banking,Thành công,
GD000837,KH0076,2024-02-17,10:43,Mua ngoại tệ,105111706,Hải Phòng,POS,Thành công,
GD000553,KH0187,2024-04-10,09:28,Rút tiền,-2047126,Khánh Hòa,Quầy giao dịch,Thành công,Trả nợ vay
GD000709,KH0030,2024-03-24,16:59,Thanh toán hóa đơn,58856537,Thanh Hóa,Internet Banking,Thành công,
GD000002,KH0061,2024-04-23,15:14,Mua ngoại tệ,125950416,Hải Phòng,ATM,Thành công,
GD000754,KH0061,2024-03-20,15:09,Rút tiền,31649723,Đà Nẵng,Mobile App,Thành công,
GD000758,KH0198,2024-05-08,16:17,Mua ngoại tệ,158557861,Thanh Hóa,Internet Banking,Thành công,
GD000200,KH0122,2024-05-26,12:05,Thanh toán hóa đơn,35047318,Đà Nẵng,ATM,Thành công,
GD000931,KH0025,2024-06-02,13:51,Nạp tiền,104488865,TP. Hồ Chí Minh,Internet Banking,Thành công,
GD000197,KH0092,2024-02-09,17:15,Rút tiền,153188981,Đồng Nai,Internet Banking,Thành công,
GD000871,KH0086,2024-01-21,12:23,Mua ngoại tệ,53601405,Đồng Nai,,Thành công,
GD000392,KH0018,2024-02-19,11:08,Chuyển khoản,54911049,Hải Phòng,ATM,Thành công,
GD000662,KH0023,2024-05-22,16:02,Thanh toán hóa đơn,10258936,Đồng Nai,Internet Banking,Thành công,
GD000901,KH0178,2024-02-29,13:51,Nạp tiền,115272498,Cần Thơ,ATM,Thành công,Thanh toán tiền điện
GD000606,KH0064,2024-03-28,12:40,Thanh toán hóa đơn,48953647,KHÁNH HÒA,POS,Thành công,
GD000267,KH0189,2024-01-15,13:56,Chuyển khoản,166247370,TP. Hồ Chí Minh,POS,Thành công,
GD000831,KH0102,2024-04-26,16:37,Mua ngoại tệ,115466796,Thanh Hóa,POS,Thành công,
GD000702,KH0095,2024-02-25,13:04,Nạp tiền,-393540,Hà Nội,Mobile App,Thành công,
GD000329,KH0030,2024-05-06,15:44,Thanh toán hóa đơn,51643643,Khánh Hòa,Mobile App,Thành công,
GD000696,KH0062,2024-01-15,08:41,Rút tiền,62505709,Đà Nẵng,Quầy giao dịch,Thất bại,
GD000386,KH0087,2024-02-19,09:51,Rút tiền,137623199,Hà Nội,Mobile App,Thành công,
GD000181,KH0001,2024-05-13,13:18,Thanh toán hóa đơn,132101896,Khánh Hòa,Quầy giao dịch,Thành công,
GD000385,KH0013,2024-06-11,09:24,Nạp tiền,13113329,Đồng Nai,Quầy giao dịch,Đang xử lý,Chuyển tiền cho người thân
GD000116,KH0122,2024-06-20,10:53,Mua ngoại tệ,34394743,Cần Thơ,Mobile App,Thành công,
GD000148,KH0022,2024-03-19,13:13,Thanh toán hóa đơn,38290004,Đà Nẵng,Quầy giao dịch,Thành công,
GD000154,KH0017,2024-03-08,11:33,Nạp tiền,12515460,TP. Hồ Chí Minh,POS,Thành công,
GD000297,KH0147,2024-04-09,15:06,Rút tiền,179200483,Bình Dương,ATM,Thành công,
GD000878,KH0044,2024-01-28,10:42,Chuyển khoản,69706715,Hà Nội,POS,Thành công,
GD000370,KH0193,2024-06-14,16:29,Rút tiền,186481021,Khánh Hòa,Quầy giao dịch,Thành công,
GD000022,KH0094,2024-04-13,17:35,Rút tiền,103759722,Nghệ An,POS,Thành công,
GD000168,KH0148,2024-03-05,17:30,Rút tiền,123221187,Khánh Hòa,ATM,Thành công,
GD000187,KH0084,2024-01-04,09:25,Rút tiền,590180074,Thanh Hóa,POS,Thành công,
GD000006,KH0017,2024-01-29,16:01,Mua ngoại tệ,78237728,ĐỒNG NAI,POS,Thành công,Lương tháng 1
GD000571,KH0044,2024-01-10,10:34,Mua ngoại tệ,93176038,Cần Thơ,POS,Thành công,
GD000226,KH0135,2024-03-20,09:52,Mua ngoại tệ,194550449,TP. Hồ Chí Minh,POS,Đang xử lý,
GD000256,KH0055,2024-01-12,09:17,Rút tiền,99351615,Nghệ An,POS,Thành công,
GD000261,KH0029,2024-03-24,14:55,Rút tiền,126480484,Thanh Hóa,Mobile App,Thành công,
GD000767,KH0096,2024-06-15,08:20,Thanh toán hóa đơn,159674739,Nghệ An,Mobile App,Thành công,Chuyển tiền cho người thân
GD000398,KH0043,2024-04-19,16:42,Thanh toán hóa đơn,195377616,Hà Nội,Quầy giao dịch,Thành công,
GD000505,KH0076,2024-01-14,14:42,Chuyển khoản,139101788,Khánh Hòa,Quầy giao dịch,Thành công,
GD000928,KH0115,2024-02-19,12:57,Nạp tiền,146927806,Cần Thơ,Mobile App,Thành công,
GD000146,KH0017,29/05/2024,13:59,Mua ngoại tệ,80943214,Thanh Hóa,ATM,Đang xử lý,Thanh toán tiền điện
GD000180,KH0035,2024-06-27,15:40,Mua ngoại tệ,143336587,Cần Thơ,Mobile App,Thành công,
GD000177,KH0019,2024-01-21,13:41,Nạp tiền,106204231,Cần Thơ,Quầy giao dịch,Thành công,
GD000105,KH0122,2024-03-17,08:32,Mua ngoại tệ,181924384,Thanh Hóa,ATM,Thành công,Trả nợ vay
GD000506,KH0124,2024-06-25,17:43,Mua ngoại tệ,55096568,Nghệ An,ATM,Thành công,
GD000113,KH0154,2024-01-03,12:45,Nạp tiền,93655912,Khánh Hòa,POS,Thành công,
